0.答案 190/63
7342.答案 161/72
7343.答案 0
7344.答案 40/21
7345.答案 23/63
7346.答案 49/4
7347.答案 112/15
7348.答案 289/24
7349.答案 193/56
7350.答案 6
7351.答案 1053/35
7352.答案 49/9
7353.答案 40/729
7354.答案 4/27
7355.答案 163/40
7356.答案 125/7
7357.答案 8
7358.答案 47/15
7359.答案 83/48
7360.答案 15/4
7361.答案 3
7362.答案 2/3
7363.答案 21/2
7364.答案 265/36
7365.答案 17/30
7366.答案 32/9
7367.答案 143/10
7368.答案 103/12
7369.答案 374/315
7370.答案 6
7371.答案 4
7372.答案 101/9
7373.答案 6
7374.答案 241/16
7375.答案 2/5
7376.答案 2
7377.答案 1/252
7378.答案 3/2
7379.答案 8/3
7380.答案 83/24
7381.答案 63
7382.答案 255/56
7383.答案 20
7384.答案 31/4
7385.答案 31/15
7386.答案 1/5
7387.答案 199/20
7388.答案 196
7389.答案 18/175
7390.答案 17/2
7391.答案 10
7392.答案 16/3
7393.答案 467/45
7394.答案 71/12
7395.答案 5/4
7396.答案 10
7397.答案 2/27
7398.答案 11/8
7399.答案 10
7400.答案 61/18
7401.答案 1/12
7402.答案 1/36
7403.答案 320/3
7404.答案 7/18
7405.答案 61/3
7406.答案 13
7407.答案 81
7408.答案 12/7
7409.答案 1061/280
7410.答案 155/216
7411.答案 2101/945
7412.答案 152/15
7413.答案 200
7414.答案 7/10
7415.答案 275/9
7416.答案 241/20
7417.答案 43/6
7418.答案 3
7419.答案 0
7420.答案 29/6
7421.答案 9
7422.答案 194/63
7423.答案 97/12
7424.答案 77/20
7425.答案 3/2
7426.答案 3
7427.答案 51/5
7428.答案 35/3
7429.答案 46/7
7430.答案 2/7
7431.答案 4/7
7432.答案 1/7
7433.答案 1/2
7434.答案 7/4
7435.答案 5/8
7436.答案 10/7
7437.答案 17/3
7438.答案 131/105
7439.答案 976/27
7440.答案 18
7441.答案 23/10
7442.答案 24/5
7443.答案 1/3
7444.答案 79/21
7445.答案 6/7
7446.答案 3
7447.答案 649/9
7448.答案 625/63
7449.答案 81/14
7450.答案 77/8
7451.答案 265/8
7452.答案 54/7
7453.答案 34/5
7454.答案 231/16
7455.答案 144/5
7456.答案 38/5
7457.答案 10/3
7458.答案 37/8
7459.答案 33/8
7460.答案 19/9
7461.答案 321/40
7462.答案 108
7463.答案 9/4
7464.答案 511/108
7465.答案 1/3
7466.答案 9
7467.答案 85/7
7468.答案 1/18
7469.答案 13/3
7470.答案 76/3
7471.答案 8/35
7472.答案 38/21
7473.答案 13/10
7474.答案 68/15
7475.答案 83/14
7476.答案 86/7
7477.答案 10
7478.答案 251/24
7479.答案 134/15
7480.答案 69/5
7481.答案 5/6
7482.答案 7/2
7483.答案 4/21
7484.答案 45/4
7485.答案 9
7486.答案 196/27
7487.答案 61/18
7488.答案 48/5
7489.答案 7
7490.答案 126
7491.答案 625/9
7492.答案 23
7493.答案 323/24
7494.答案 1/2
7495.答案 11/60
7496.答案 63
7497.答案 13
7498.答案 23/42
7499.答案 257/42
7500.答案 29
7501.答案 46/9
7502.答案 13
7503.答案 197/24
7504.答案 1/3
7505.答案 19/2
7506.答案 17
7507.答案 17/3
7508.答案 407/56
7509.答案 7/270
7510.答案 1/3
7511.答案 1/3
7512.答案 15/14
7513.答案 15/2
7514.答案 1/63
7515.答案 77/24
7516.答案 1/28
7517.答案 71/56
7518.答案 27/160
7519.答案 6/5
7520.答案 431/54
7521.答案 175/24
7522.答案 1
7523.答案 13/6
7524.答案 1
7525.答案 137/84
7526.答案 9/10
7527.答案 8/3
7528.答案 128/3
7529.答案 3/64
7530.答案 27/10
7531.答案 6
7532.答案 1/12
7533.答案 127/20
7534.答案 240/7
7535.答案 5
7536.答案 12/5
7537.答案 29/12
7538.答案 2/27
7539.答案 727/140
7540.答案 2
7541.答案 37/2
7542.答案 125/9
7543.答案 532/81
7544.答案 64/5
7545.答案 236/21
7546.答案 35/3
7547.答案 7
7548.答案 1/12
7549.答案 1/4
7550.答案 30/7
7551.答案 7/128
7552.答案 38/5
7553.答案 205/36
7554.答案 5/3
7555.答案 113/24
7556.答案 41/5
7557.答案 131/63
7558.答案 14/27
7559.答案 14
7560.答案 13/2
7561.答案 25/6
7562.答案 185/27
7563.答案 18/5
7564.答案 12
7565.答案 7/3
7566.答案 11
7567.答案 7/4
7568.答案 151/12
7569.答案 3/2
7570.答案 2
7571.答案 89/14
7572.答案 10/9
7573.答案 127/42
7574.答案 19/3
7575.答案 27/4
7576.答案 569/14
7577.答案 71/2
7578.答案 225/2
7579.答案 11/8
7580.答案 9/14
7581.答案 1/4
7582.答案 95/18
7583.答案 31/2
7584.答案 271/5
7585.答案 52/9
7586.答案 11/18
7587.答案 16/9
7588.答案 7/32
7589.答案 53/6
7590.答案 5/4
7591.答案 28
7592.答案 219/8
7593.答案 11/8
7594.答案 13/9
7595.答案 32/9
7596.答案 49/6
7597.答案 47/28
7598.答案 54
7599.答案 25/2
7600.答案 199/6
7601.答案 18
7602.答案 28/25
7603.答案 95/63
7604.答案 8
7605.答案 15
7606.答案 11
7607.答案 8
7608.答案 55/21
7609.答案 2/1225
7610.答案 27/2
7611.答案 20
7612.答案 1/5
7613.答案 2/3
7614.答案 51
7615.答案 27/28
7616.答案 29/18
7617.答案 32/3
7618.答案 11/6
7619.答案 8/3
7620.答案 35/27
7621.答案 16/3
7622.答案 20/7
7623.答案 25/3
7624.答案 59/15
7625.答案 65/12
7626.答案 47/5
7627.答案 1/2
7628.答案 9/4
7629.答案 673/810
7630.答案 7
7631.答案 38
7632.答案 45/8
7633.答案 60
7634.答案 119/25
7635.答案 32/21
7636.答案 9/35
7637.答案 17/9
7638.答案 19/3
7639.答案 8
7640.答案 14/3
7641.答案 7/9
7642.答案 2
7643.答案 3/7
7644.答案 8/5
7645.答案 81/4
7646.答案 69/14
7647.答案 187/6
7648.答案 19/48
7649.答案 33/2
7650.答案 19/2
7651.答案 49
7652.答案 32/7
7653.答案 95/12
7654.答案 76
7655.答案 23/14
7656.答案 61
7657.答案 22
7658.答案 32/3
7659.答案 11/12
7660.答案 5/4
7661.答案 24/7
7662.答案 58/7
7663.答案 128/135
7664.答案 331/4
7665.答案 17/3
7666.答案 253/35
7667.答案 29/3
7668.答案 67/18
7669.答案 34/9
7670.答案 329/81
7671.答案 19/5
7672.答案 141/32
7673.答案 15
7674.答案 4/5
7675.答案 6
7676.答案 49/18
7677.答案 1/7
7678.答案 23/10
7679.答案 55/9
7680.答案 26/5
7681.答案 251/216
7682.答案 25/6
7683.答案 15
7684.答案 2
7685.答案 53/16
7686.答案 45/128
7687.答案 1/3
7688.答案 25/14
7689.答案 136/21
7690.答案 80/9
7691.答案 184/21
7692.答案 124/15
7693.答案 23/10
7694.答案 67
7695.答案 59/24
7696.答案 401/42
7697.答案 208/15
7698.答案 26/3
7699.答案 37/32
7700.答案 262/21
7701.答案 378
7702.答案 392/9
7703.答案 58/5
7704.答案 5/42
7705.答案 48/5
7706.答案 32/15
7707.答案 5/6
7708.答案 15/4
7709.答案 15/2
7710.答案 5
7711.答案 67/56
7712.答案 41/6
7713.答案 27/10
7714.答案 23
7715.答案 5/2
7716.答案 181/21
7717.答案 1/6
7718.答案 35/4
7719.答案 599/56
7720.答案 289/4
7721.答案 42/5
7722.答案 25/2
7723.答案 2/21
7724.答案 5/2
7725.答案 47/10
7726.答案 11/4
7727.答案 254/63
7728.答案 2
7729.答案 35/9
7730.答案 105/4
7731.答案 55/42
7732.答案 10/3
7733.答案 5/9
7734.答案 4/3
7735.答案 213/40
7736.答案 91/3
7737.答案 46/9
7738.答案 0
7739.答案 44/15
7740.答案 93/7
7741.答案 17/3
7742.答案 2
7743.答案 7/4
7744.答案 10
7745.答案 12/5
7746.答案 60
7747.答案 29
7748.答案 89/3
7749.答案 10/3
7750.答案 1/3
7751.答案 13/4
7752.答案 216/25
7753.答案 9/40
7754.答案 18/5
7755.答案 7
7756.答案 29/18
7757.答案 8/3
7758.答案 7
7759.答案 171/14
7760.答案 864/245
7761.答案 15
7762.答案 4
7763.答案 5
7764.答案 34/3
7765.答案 45/16
7766.答案 32/27
7767.答案 53/8
7768.答案 28/5
7769.答案 201/40
7770.答案 9/5
7771.答案 15/4
7772.答案 7/8
7773.答案 16
7774.答案 109/12
7775.答案 41/12
7776.答案 61/42
7777.答案 108/25
7778.答案 2
7779.答案 15
7780.答案 7/45
7781.答案 4/3
7782.答案 43/3
7783.答案 32/81
7784.答案 3
7785.答案 69/28
7786.答案 1/4
7787.答案 5/4
7788.答案 86/3
7789.答案 9/2
7790.答案 37/9
7791.答案 11
7792.答案 46
7793.答案 496/63
7794.答案 75
7795.答案 5/8
7796.答案 94/3
7797.答案 107/60
7798.答案 1/28
7799.答案 97/15
7800.答案 10
7801.答案 10/27
7802.答案 45/16
7803.答案 13/21
7804.答案 107/12
7805.答案 14/3
7806.答案 2/3
7807.答案 103/42
7808.答案 95/2
7809.答案 23/4
7810.答案 9/224
7811.答案 28
7812.答案 11
7813.答案 637/72
7814.答案 47/14
7815.答案 24/7
7816.答案 19/14
7817.答案 551/45
7818.答案 7/8
7819.答案 64/5
7820.答案 4/3
7821.答案 63/8
7822.答案 209/45
7823.答案 13/2
7824.答案 22
7825.答案 8/147
7826.答案 113/16
7827.答案 7
7828.答案 21/2
7829.答案 13
7830.答案 16/3
7831.答案 59/4
7832.答案 117/14
7833.答案 26
7834.答案 99/16
7835.答案 249/8
7836.答案 5/36
7837.答案 16/7
7838.答案 1/6
7839.答案 11
7840.答案 17/16
7841.答案 12
7842.答案 17/8
7843.答案 18/5
7844.答案 29
7845.答案 16/7
7846.答案 17/2
7847.答案 3/14
7848.答案 63/20
7849.答案 15/2
7850.答案 28/9
7851.答案 116/21
7852.答案 3
7853.答案 104/5
7854.答案 77/3
7855.答案 71/3
7856.答案 33/14
7857.答案 65/28
7858.答案 73/12
7859.答案 271/56
7860.答案 295/72
7861.答案 7/9
7862.答案 256/45
7863.答案 158/7
7864.答案 64/3
7865.答案 7/9
7866.答案 288
7867.答案 21
7868.答案 7/60
7869.答案 122/45
7870.答案 25/4
7871.答案 53/9
7872.答案 13/3
7873.答案 13/3
7874.答案 34/3
7875.答案 119/9
7876.答案 7
7877.答案 4
7878.答案 1
7879.答案 21/8
7880.答案 1/14
7881.答案 45/8
7882.答案 36/5
7883.答案 67/9
7884.答案 128/45
7885.答案 79/9
7886.答案 211/84
7887.答案 37/3
7888.答案 5/12
7889.答案 33/4
7890.答案 31
7891.答案 6/5
7892.答案 50
7893.答案 33/2
7894.答案 25/6
7895.答案 422/5
7896.答案 11/3
7897.答案 77/5
7898.答案 19/7
7899.答案 21/2
7900.答案 206/21
7901.答案 9/7
7902.答案 323/14
7903.答案 9/2
7904.答案 68/9
7905.答案 89/6
7906.答案 134/3
7907.答案 1/24
7908.答案 19/3
7909.答案 5
7910.答案 2/3
7911.答案 83/90
7912.答案 11/8
7913.答案 10/9
7914.答案 2
7915.答案 165/28
7916.答案 35
7917.答案 6
7918.答案 7
7919.答案 95/12
7920.答案 17/28
7921.答案 34/5
7922.答案 115/12
7923.答案 0
7924.答案 14/5
7925.答案 257/24
7926.答案 361/5
7927.答案 37
7928.答案 22/9
7929.答案 73/40
7930.答案 87/16
7931.答案 250/27
7932.答案 54/7
7933.答案 683/420
7934.答案 153/8
7935.答案 2
7936.答案 57
7937.答案 70/3
7938.答案 95/9
7939.答案 43/81
7940.答案 76/45
7941.答案 7/3
7942.答案 71/10
7943.答案 15
7944.答案 5/7
7945.答案 216/7
7946.答案 107/8
7947.答案 83/9
7948.答案 144/7
7949.答案 103/36
7950.答案 39/2
7951.答案 45/7
7952.答案 151/20
7953.答案 146/9
7954.答案 35/6
7955.答案 115/36
7956.答案 121/8
7957.答案 67
7958.答案 5
7959.答案 5
7960.答案 21/8
7961.答案 24/7
7962.答案 91/135
7963.答案 4/7
7964.答案 8/3
7965.答案 23/20
7966.答案 586/21
7967.答案 1/3
7968.答案 2/9
7969.答案 81/4
7970.答案 9/5
7971.答案 72/7
7972.答案 144/5
7973.答案 1/12
7974.答案 25/2
7975.答案 41/6
7976.答案 17/5
7977.答案 7/3
7978.答案 16/3
7979.答案 12/5
7980.答案 35/36
7981.答案 35/9
7982.答案 32
7983.答案 105
7984.答案 243/28
7985.答案 37/6
7986.答案 13/2
7987.答案 55/9
7988.答案 473/378
7989.答案 27/4
7990.答案 61/3
7991.答案 247/8
7992.答案 61/7
7993.答案 189/20
7994.答案 1/16
7995.答案 22
7996.答案 67/7
7997.答案 34/5
7998.答案 85/36
7999.答案 11/2
8000.答案 941/35
8001.答案 25/2
8002.答案 18/7
8003.答案 863/140
8004.答案 27
8005.答案 982/315
8006.答案 15
8007.答案 315/8
8008.答案 33/4
8009.答案 127/24
8010.答案 29/5
8011.答案 5/4
8012.答案 88/25
8013.答案 19/4
8014.答案 1/6
8015.答案 4/15
8016.答案 71/28
8017.答案 733/81
8018.答案 33/20
8019.答案 5/2
8020.答案 25/7
8021.答案 97/15
8022.答案 37/4
8023.答案 48
8024.答案 74/9
8025.答案 20/7
8026.答案 41/21
8027.答案 18/7
8028.答案 3
8029.答案 28/9
8030.答案 5/3
8031.答案 7
8032.答案 49/4
8033.答案 154/45
8034.答案 343/432
8035.答案 6/5
8036.答案 337/90
8037.答案 9
8038.答案 4
8039.答案 1/6
8040.答案 81/4
8041.答案 27/4
8042.答案 2/3
8043.答案 4
8044.答案 89/8
8045.答案 5/8
8046.答案 9
8047.答案 118/75
8048.答案 15/8
8049.答案 14/5
8050.答案 16
8051.答案 13/6
8052.答案 20
8053.答案 149/9
8054.答案 109/36
8055.答案 15
8056.答案 43/8
8057.答案 7/5
8058.答案 10
8059.答案 449/252
8060.答案 41/48
8061.答案 32/3
8062.答案 2
8063.答案 12
8064.答案 1/3
8065.答案 143/60
8066.答案 13/4
8067.答案 256/21
8068.答案 1/9
8069.答案 35/2
8070.答案 9
8071.答案 169/72
8072.答案 127/7
8073.答案 23/3
8074.答案 119/16
8075.答案 19/3
8076.答案 131/126
8077.答案 56/3
8078.答案 127/8
8079.答案 229/45
8080.答案 40/21
8081.答案 4/7
8082.答案 151/28
8083.答案 123/10
8084.答案 16/3
8085.答案 5
8086.答案 185/36
8087.答案 8/7
8088.答案 29/9
8089.答案 65/4
8090.答案 110/21
8091.答案 16/7
8092.答案 5/216
8093.答案 127/140
8094.答案 30
8095.答案 0
8096.答案 11/20
8097.答案 245/432
8098.答案 41/3
8099.答案 15/4
8100.答案 47/6
8101.答案 25/48
8102.答案 20/3
8103.答案 18
8104.答案 12/5
8105.答案 797/45
8106.答案 41/6
8107.答案 3
8108.答案 6/7
8109.答案 140
8110.答案 7/5
8111.答案 173/14
8112.答案 243
8113.答案 217/30
8114.答案 2
8115.答案 26/7
8116.答案 119/15
8117.答案 127/20
8118.答案 81/8
8119.答案 38/15
8120.答案 754/105
8121.答案 82/105
8122.答案 36
8123.答案 59/8
8124.答案 5/7
8125.答案 37/4
8126.答案 11
8127.答案 50/3
8128.答案 92/9
8129.答案 12
8130.答案 3/2
8131.答案 99/20
8132.答案 8
8133.答案 36/7
8134.答案 271/324
8135.答案 3887/486
8136.答案 37/36
8137.答案 86/21
8138.答案 188/45
8139.答案 75/28
8140.答案 149/21
8141.答案 53/6
8142.答案 23
8143.答案 139/9
8144.答案 22/5
8145.答案 77/6
8146.答案 423/140
8147.答案 30
8148.答案 17/6
8149.答案 1/4
8150.答案 43/24
8151.答案 6
8152.答案 11/9
8153.答案 2/9
8154.答案 83/20
8155.答案 43/9
8156.答案 181/70
8157.答案 14
8158.答案 187/18
8159.答案 39/8
8160.答案 11/5
8161.答案 13/7
8162.答案 7/2
8163.答案 13/10
8164.答案 14/3
8165.答案 113
8166.答案 316/35
8167.答案 3
8168.答案 4/3
8169.答案 7/3
8170.答案 107/6
8171.答案 4/5
8172.答案 44/9
8173.答案 1/27
8174.答案 14
8175.答案 24/5
8176.答案 9/8
8177.答案 26/9
8178.答案 77/5
8179.答案 85/3
8180.答案 8/3
8181.答案 173/42
8182.答案 3/4
8183.答案 72/7
8184.答案 50/3
8185.答案 18/49
8186.答案 192/35
8187.答案 31/3
8188.答案 95/12
8189.答案 25/2
8190.答案 72/5
8191.答案 121/63
8192.答案 19/7
8193.答案 35/18
8194.答案 30/7
8195.答案 37/35
8196.答案 80/21
8197.答案 712/45
8198.答案 121/175
8199.答案 4
8200.答案 26
8201.答案 27/32
8202.答案 35/36
8203.答案 23/36
8204.答案 7/9
8205.答案 2
8206.答案 57/4
8207.答案 227/5
8208.答案 7/2
8209.答案 128
8210.答案 251/9
8211.答案 26/3
8212.答案 91/15
8213.答案 1/16
8214.答案 131/15
8215.答案 52/9
8216.答案 5/72
8217.答案 83/14
8218.答案 24
8219.答案 158/45
8220.答案 1465/162
8221.答案 65/8
8222.答案 7/9
8223.答案 61/9
8224.答案 34/21
8225.答案 55/7
8226.答案 66/7
8227.答案 31/4
8228.答案 209/15
8229.答案 11/6
8230.答案 53/72
8231.答案 8/5
8232.答案 20/27
8233.答案 451/45
8234.答案 32/5
8235.答案 43/6
8236.答案 82/27
8237.答案 43/7
8238.答案 317/4
8239.答案 5/288
8240.答案 81/2
8241.答案 5/4
8242.答案 4/3
8243.答案 51/2
8244.答案 46/5
8245.答案 38
8246.答案 55/36
8247.答案 108
8248.答案 3
8249.答案 71/10
8250.答案 517/315
8251.答案 6
8252.答案 197/75
8253.答案 80/9
8254.答案 16/5
8255.答案 17/8
8256.答案 16
8257.答案 29/2
8258.答案 8
8259.答案 21
8260.答案 19
8261.答案 8/5
8262.答案 127/15
8263.答案 49/6
8264.答案 123/28
8265.答案 38/3
8266.答案 17/6
8267.答案 55/2
8268.答案 18
8269.答案 37/10
8270.答案 7
8271.答案 5/3
8272.答案 10/3
8273.答案 1/2
8274.答案 2
8275.答案 11/3
8276.答案 1/35
8277.答案 8
8278.答案 2/3
8279.答案 21/2
8280.答案 83/24
8281.答案 63/2
8282.答案 97/18
8283.答案 21/4
8284.答案 54
8285.答案 5/144
8286.答案 94/9
8287.答案 341/8
8288.答案 13
8289.答案 1/2
8290.答案 13/2
8291.答案 239/40
8292.答案 29/5
8293.答案 64/35
8294.答案 241/12
8295.答案 7
8296.答案 42
8297.答案 1
8298.答案 325/36
8299.答案 111/8
8300.答案 2/25
8301.答案 4/21
8302.答案 7/30
8303.答案 49/18
8304.答案 189/8
8305.答案 43/16
8306.答案 5
8307.答案 79/16
8308.答案 13/8
8309.答案 1433/180
8310.答案 59/4
8311.答案 7
8312.答案 1/6
8313.答案 398/45
8314.答案 173/63
8315.答案 39/5
8316.答案 7
8317.答案 4
8318.答案 37/6
8319.答案 281/40
8320.答案 7/2
8321.答案 61/5
8322.答案 790/49
8323.答案 392/9
8324.答案 26/3
8325.答案 16/9
8326.答案 127/42
8327.答案 41/2
8328.答案 445/63
8329.答案 2/3
8330.答案 33/8
8331.答案 17/8
8332.答案 67/56
8333.答案 78/7
8334.答案 5/6
8335.答案 119/72
8336.答案 333/8
8337.答案 103/42
8338.答案 11/2
8339.答案 1/8
8340.答案 5/24
8341.答案 82/21
8342.答案 128/7
8343.答案 67/24
8344.答案 8
8345.答案 235/42
8346.答案 75
8347.答案 16/15
8348.答案 28/5
8349.答案 1
8350.答案 24/5
8351.答案 33/4
8352.答案 21/10
8353.答案 63/2
8354.答案 527/8
8355.答案 1072/315
8356.答案 38/105
8357.答案 4/5
8358.答案 167/24
8359.答案 425/56
8360.答案 13/4
8361.答案 32/21
8362.答案 354/35
8363.答案 11/5
8364.答案 46/35
8365.答案 635/21
8366.答案 4
8367.答案 57/35
8368.答案 10/3
8369.答案 5/4
8370.答案 0
8371.答案 16/45
8372.答案 9/8
8373.答案 461/63
8374.答案 16/315
8375.答案 49/9
8376.答案 47/6
8377.答案 103/6
8378.答案 13
8379.答案 65/3
8380.答案 22/45
8381.答案 61/2
8382.答案 4/3
8383.答案 91/16
8384.答案 199/56
8385.答案 486/7
8386.答案 397/56
8387.答案 81/2
8388.答案 64/15
8389.答案 47/15
8390.答案 315/4
8391.答案 148/25
8392.答案 3/2
8393.答案 39/10
8394.答案 21/2
8395.答案 19/63
8396.答案 2/3
8397.答案 23/4
8398.答案 27/2
8399.答案 13
8400.答案 26/3
8401.答案 3/4
8402.答案 33
8403.答案 7/3
8404.答案 105/2
8405.答案 22/7
8406.答案 37/15
8407.答案 56/9
8408.答案 739/196
8409.答案 3
8410.答案 23/12
8411.答案 25/4
8412.答案 5/14
8413.答案 3/5
8414.答案 16/21
8415.答案 223/18
8416.答案 567/10
8417.答案 367/63
8418.答案 151/30
8419.答案 192
8420.答案 16/3
8421.答案 16/3
8422.答案 551/105
8423.答案 37/4
8424.答案 5
8425.答案 10
8426.答案 20/27
8427.答案 151/21
8428.答案 17/9
8429.答案 140/9
8430.答案 214/15
8431.答案 23/20
8432.答案 67/30
8433.答案 38/3
8434.答案 9/7
8435.答案 9
8436.答案 11/4
8437.答案 68/21
8438.答案 302/45
8439.答案 1013/112
8440.答案 159/10
8441.答案 187/126
8442.答案 347/30
8443.答案 419/45
8444.答案 1555/504
8445.答案 1/4
8446.答案 28/3
8447.答案 29/12
8448.答案 9
8449.答案 9/7
8450.答案 2/49
8451.答案 5/2
8452.答案 29/4
8453.答案 12/5
8454.答案 10
8455.答案 18/7
8456.答案 2
8457.答案 14/25
8458.答案 2/7
8459.答案 23/9
8460.答案 12/5
8461.答案 5/108
8462.答案 12/7
8463.答案 195/7
8464.答案 14/27
8465.答案 7
8466.答案 44/5
8467.答案 29/2
8468.答案 108/7
8469.答案 217/180
8470.答案 23/6
8471.答案 14
8472.答案 176/15
8473.答案 17/2
8474.答案 43/9
8475.答案 22/5
8476.答案 181/18
8477.答案 129/7
8478.答案 155/6
8479.答案 0
8480.答案 23/2
8481.答案 19
8482.答案 20
8483.答案 47/15
8484.答案 119/15
8485.答案 243/112
8486.答案 189/10
8487.答案 38/5
8488.答案 7/9
8489.答案 2/3
8490.答案 51/10
8491.答案 71/10
8492.答案 61/27
8493.答案 5/378
8494.答案 5/28
8495.答案 43/8
8496.答案 1/12
8497.答案 236/63
8498.答案 5/3
8499.答案 31/4
8500.答案 113/36
8501.答案 108
8502.答案 71
8503.答案 74/7
8504.答案 93/7
8505.答案 222/35
8506.答案 33/28
8507.答案 48/35
8508.答案 14/3
8509.答案 241/42
8510.答案 79/7
8511.答案 5/36
8512.答案 211/8
8513.答案 496/9
8514.答案 7/18
8515.答案 35/144
8516.答案 25/14
8517.答案 9/2
8518.答案 93/8
8519.答案 23/8
8520.答案 19/4
8521.答案 9
8522.答案 71/7
8523.答案 20/3
8524.答案 74/21
8525.答案 175/72
8526.答案 34
8527.答案 10/21
8528.答案 45/8
8529.答案 6
8530.答案 823/648
8531.答案 21/4
8532.答案 78/7
8533.答案 5/12
8534.答案 11/8
8535.答案 423/10
8536.答案 26
8537.答案 1/9
8538.答案 7/3
8539.答案 65/14
8540.答案 269/36
8541.答案 89/7
8542.答案 13
8543.答案 29
8544.答案 11/10
8545.答案 11/30
8546.答案 25/2
8547.答案 3/2
8548.答案 53/8
8549.答案 8/45
8550.答案 63/5
8551.答案 2519/1400
8552.答案 23/60
8553.答案 1/3
8554.答案 10
8555.答案 337/120
8556.答案 35/96
8557.答案 57/8
8558.答案 92/27
8559.答案 16
8560.答案 31/3
8561.答案 51/80
8562.答案 7/6
8563.答案 2179/35
8564.答案 20
8565.答案 67/10
8566.答案 41/36
8567.答案 1
8568.答案 131/45
8569.答案 263/21
8570.答案 72
8571.答案 59/5
8572.答案 71/10
8573.答案 11/12
8574.答案 547/80
8575.答案 184/15
8576.答案 20/7
8577.答案 5083/567
8578.答案 1299/16
8579.答案 23/3
8580.答案 6
8581.答案 53/5
8582.答案 9/2
8583.答案 31/2
8584.答案 20/9
8585.答案 95/126
8586.答案 11/8
8587.答案 190/21
8588.答案 95/7
8589.答案 197/35
8590.答案 10
8591.答案 27/20
8592.答案 25/14
8593.答案 7
8594.答案 62/7
8595.答案 22/5
8596.答案 25/9
8597.答案 69/14
8598.答案 486
8599.答案 19/6
8600.答案 1/42
8601.答案 245/48
8602.答案 62/7
8603.答案 36/7
8604.答案 2
8605.答案 189/4
8606.答案 97/45
8607.答案 4
8608.答案 11/30
8609.答案 181/2
8610.答案 169/63
8611.答案 73/6
8612.答案 5/7
8613.答案 57/8
8614.答案 111/16
8615.答案 3
8616.答案 10
8617.答案 95/24
8618.答案 3/56
8619.答案 109/15
8620.答案 9/7
8621.答案 1/16
8622.答案 178/45
8623.答案 88
8624.答案 8/3
8625.答案 57/10
8626.答案 58/45
8627.答案 10/3
8628.答案 4333/405
8629.答案 9/8
8630.答案 32/9
8631.答案 23/3
8632.答案 65/6
8633.答案 7/9
8634.答案 13/2
8635.答案 10/21
8636.答案 11/6
8637.答案 17
8638.答案 89/24
8639.答案 34/3
8640.答案 8/3
8641.答案 65/9
8642.答案 19/24
8643.答案 61/80
8644.答案 41/108
8645.答案 12/35
8646.答案 32
8647.答案 53/7
8648.答案 61/14
8649.答案 15/2
8650.答案 57/5
8651.答案 128/7
8652.答案 34/5
8653.答案 389/56
8654.答案 27
8655.答案 14/9
8656.答案 20/3
8657.答案 223/21
8658.答案 15
8659.答案 29/90
8660.答案 497/16
8661.答案 14/9
8662.答案 3/14
8663.答案 120
8664.答案 73/9
8665.答案 139/24
8666.答案 3/5
8667.答案 37/24
8668.答案 5
8669.答案 23/7
8670.答案 35/128
8671.答案 28/3
8672.答案 10
8673.答案 263/45
8674.答案 23/2
8675.答案 16/5
8676.答案 92/27
8677.答案 145/108
8678.答案 3
8679.答案 97/2
8680.答案 2/27
8681.答案 339/7
8682.答案 61/3
8683.答案 43/18
8684.答案 5
8685.答案 4
8686.答案 30/7
8687.答案 41/5
8688.答案 187/20
8689.答案 23/3
8690.答案 73/6
8691.答案 3/8
8692.答案 53/35
8693.答案 31/3
8694.答案 68/5
8695.答案 1601/20
8696.答案 25/12
8697.答案 9/10
8698.答案 25/18
8699.答案 22/21
8700.答案 392/75
8701.答案 139/5
8702.答案 137/30
8703.答案 3/2
8704.答案 14
8705.答案 27/5
8706.答案 1/6
8707.答案 1/12
8708.答案 101/30
8709.答案 289/35
8710.答案 288/7
8711.答案 7/6
8712.答案 101/15
8713.答案 31/5
8714.答案 27/2
8715.答案 13/4
8716.答案 2/3
8717.答案 16
8718.答案 21/4
8719.答案 22
8720.答案 19/18
8721.答案 15/28
8722.答案 9
8723.答案 2/5
8724.答案 2
8725.答案 55/18
8726.答案 10
8727.答案 91/6
8728.答案 8/3
8729.答案 209/6
8730.答案 11
8731.答案 1/8
8732.答案 83/10
8733.答案 29/6
8734.答案 57/7
8735.答案 25/4
8736.答案 112/15
8737.答案 193/30
8738.答案 99/14
8739.答案 37/3
8740.答案 157/12
8741.答案 181/6
8742.答案 81/28
8743.答案 14
8744.答案 67/20
8745.答案 35
8746.答案 81/56
8747.答案 11/2
8748.答案 91/4
8749.答案 9/35
8750.答案 47/5
8751.答案 187/40
8752.答案 2/3
8753.答案 185/36
8754.答案 14/27
8755.答案 89/42
8756.答案 481/40
8757.答案 1/30
8758.答案 112/25
8759.答案 25/2
8760.答案 31/3
8761.答案 2/3
8762.答案 3/5
8763.答案 18
8764.答案 355/54
8765.答案 9
8766.答案 963/20
8767.答案 5197/72
8768.答案 31/4
8769.答案 5/294
8770.答案 10
8771.答案 101/20
8772.答案 95/2
8773.答案 9
8774.答案 35/4
8775.答案 15/2
8776.答案 6/175
8777.答案 17/2
8778.答案 1/2
8779.答案 162/49
8780.答案 7
8781.答案 14/5
8782.答案 455/192
8783.答案 288
8784.答案 7/20
8785.答案 5/2
8786.答案 68/7
8787.答案 218/35
8788.答案 152/49
